Date,äîâø,èoóàçÇ,îÑè„çÇâcã∆óòâvó¶,âcã∆óòâvê¨í∑ó¶,îÑè„çÇê¨í∑ó¶,òJì≠ê∂éYê´ê¨í∑ó¶,ìäâ∫éëñ{óòâvó¶,å§ãÜäJî≠î‰ó¶,à◊ë÷ÉåÅ[Ég
2019/1/4,1792,2125300,8.79,-8.02,1.69,-0.64,4.28,28.76,110.91
2019/1/7,1817,1800400,8.78,-7.93,1.68,-0.63,4.27,28.76,107.73
2019/1/8,1794,1790200,8.77,-7.85,1.67,-0.62,4.26,28.76,108.49
2019/1/9,1804,1975600,8.76,-7.76,1.66,-0.61,4.25,28.76,108.8
2019/1/10,1787,1694600,8.75,-7.68,1.65,-0.6,4.24,28.76,108.76
2019/1/11,1775,2736500,8.74,-7.59,1.64,-0.59,4.23,28.76,108.2
2019/1/15,1719,4586100,8.73,-7.51,1.63,-0.58,4.22,28.76,108.47
2019/1/16,1765,4095100,8.72,-7.42,1.62,-0.57,4.21,28.76,108.42
2019/1/17,1736,2544400,8.71,-7.34,1.61,-0.56,4.2,28.76,108.49
2019/1/18,1768,1545700,8.7,-7.26,1.6,-0.55,4.19,28.76,109
2019/1/21,1770,1589200,8.69,-7.17,1.59,-0.54,4.18,28.76,109.36
2019/1/22,1772,1312500,8.68,-7.09,1.58,-0.53,4.17,28.76,109.68
2019/1/23,1757,1249300,8.67,-7,1.57,-0.53,4.16,28.76,109.69
2019/1/24,1746,1389400,8.66,-6.92,1.56,-0.52,4.15,28.77,109.47
2019/1/25,1736,1363000,8.64,-6.83,1.54,-0.51,4.14,28.77,109.6
2019/1/28,1719,1466900,8.63,-6.75,1.53,-0.5,4.13,28.77,109.78
2019/1/29,1756,2110600,8.62,-6.66,1.52,-0.49,4.12,28.77,109.32
2019/1/30,1731,1542900,8.61,-6.58,1.51,-0.48,4.11,28.77,109.21
2019/1/31,1742,1470400,8.6,-6.49,1.5,-0.47,4.1,28.77,109.43
2019/2/1,1566,6261300,8.59,-6.41,1.49,-0.46,4.09,28.77,108.98
2019/2/4,1550,3881200,8.58,-6.33,1.48,-0.45,4.08,28.77,108.91
2019/2/5,1554,2740800,8.57,-6.24,1.47,-0.44,4.07,28.77,109.53
2019/2/6,1552,1936500,8.56,-6.16,1.46,-0.43,4.06,28.77,110.03
2019/2/7,1531,2134600,8.55,-6.07,1.45,-0.42,4.05,28.77,109.88
2019/2/8,1521,2157200,8.54,-5.99,1.44,-0.41,4.04,28.77,109.95
2019/2/12,1542,2240700,8.53,-5.9,1.43,-0.4,4.03,28.77,109.87
2019/2/13,1522,2380900,8.52,-5.82,1.42,-0.39,4.02,28.78,110.51
2019/2/14,1524,2234600,8.51,-5.73,1.41,-0.38,4.01,28.78,110.56
2019/2/15,1521,2049200,8.5,-5.65,1.4,-0.37,4,28.78,110.99
2019/2/18,1540,1448700,8.49,-5.57,1.39,-0.36,3.99,28.78,110.45
2019/2/19,1545,1339400,8.48,-5.48,1.38,-0.36,3.98,28.78,110.54
2019/2/20,1549,1582000,8.47,-5.4,1.37,-0.35,3.97,28.78,110.58
2019/2/21,1564,2164300,8.46,-5.31,1.36,-0.34,3.96,28.78,110.76
2019/2/22,1564,1311500,8.45,-5.23,1.35,-0.33,3.95,28.78,110.7
2019/2/25,1553,1343000,8.44,-5.14,1.34,-0.32,3.94,28.78,110.78
2019/2/26,1551,1084500,8.43,-5.06,1.33,-0.31,3.93,28.78,110.82
2019/2/27,1553,1425600,8.42,-4.97,1.32,-0.3,3.91,28.78,111.04
2019/2/28,1560,2673300,8.41,-4.89,1.31,-0.29,3.9,28.78,110.58
2019/3/1,1572,1509500,8.4,-4.81,1.3,-0.28,3.89,28.79,110.91
2019/3/4,1569,1145600,8.39,-4.72,1.29,-0.27,3.88,28.79,111.53
2019/3/5,1578,1278300,8.38,-4.64,1.28,-0.26,3.87,28.79,112.01
2019/3/6,1574,1620700,8.37,-4.55,1.27,-0.25,3.86,28.79,111.91
2019/3/7,1579,1939500,8.36,-4.47,1.26,-0.24,3.85,28.79,111.82
2019/3/8,1558,1910100,8.34,-4.38,1.24,-0.23,3.84,28.79,111.7
2019/3/11,1562,796000,8.33,-4.3,1.23,-0.22,3.83,28.79,111.58
2019/3/12,1580,988100,8.32,-4.21,1.22,-0.21,3.82,28.79,110.96
2019/3/13,1575,747800,8.31,-4.13,1.21,-0.2,3.81,28.79,111.47
2019/3/14,1585,868900,8.3,-4.04,1.2,-0.19,3.8,28.79,111.32
2019/3/15,1617,2992400,8.29,-3.96,1.19,-0.19,3.79,28.79,111.3
2019/3/18,1627,889900,8.28,-3.88,1.18,-0.18,3.78,28.79,111.94
2019/3/19,1630,1177800,8.27,-3.79,1.17,-0.17,3.77,28.79,111.58
2019/3/20,1630,1320100,8.26,-3.71,1.16,-0.16,3.76,28.8,111.31
2019/3/22,1646,2985900,8.25,-3.62,1.15,-0.15,3.75,28.8,111.66
2019/3/25,1627,1003900,8.24,-3.54,1.14,-0.14,3.74,28.8,110.73
2019/3/26,1683,1863000,8.23,-3.45,1.13,-0.13,3.73,28.8,109.93
2019/3/27,1687,1061200,8.22,-3.37,1.12,-0.12,3.72,28.8,110.21
2019/3/28,1657,998800,8.21,-3.28,1.11,-0.11,3.71,28.8,110.53
2019/3/29,1653,1860400,8.2,-3.2,1.1,-0.1,3.7,28.8,110.35
2019/4/1,1655,876800,8.24,-2.67,1.05,-0.06,3.7,28.8,111.01
2019/4/2,1644,1356700,8.27,-2.14,1.01,-0.03,3.69,28.79,111.1
2019/4/3,1627,1200000,8.31,-1.61,0.96,0.01,3.69,28.79,111.44
2019/4/4,1618,1195300,8.35,-1.08,0.91,0.04,3.69,28.78,111.53
2019/4/5,1612,1207600,8.39,-0.56,0.86,0.08,3.69,28.78,111.52
2019/4/8,1612,845600,8.42,-0.03,0.82,0.11,3.68,28.77,111.82
2019/4/9,1604,545700,8.46,0.5,0.77,0.15,3.68,28.77,111.48
2019/4/10,1599,797500,8.5,1.03,0.72,0.18,3.68,28.76,111.4
2019/4/11,1605,801500,8.54,1.56,0.67,0.22,3.67,28.76,111.2
2019/4/12,1596,1564600,8.57,2.09,0.63,0.25,3.67,28.75,111.11
2019/4/15,1607,1383500,8.61,2.62,0.58,0.29,3.67,28.75,111.81
2019/4/16,1604,1484400,8.65,3.15,0.53,0.32,3.67,28.75,112.02
2019/4/17,1605,1113200,8.68,3.67,0.48,0.36,3.66,28.74,111.99
2019/4/18,1604,1097800,8.72,4.2,0.44,0.39,3.66,28.74,112.16
2019/4/19,1603,629800,8.76,4.73,0.39,0.43,3.66,28.73,112
2019/4/22,1634,843500,8.8,5.26,0.34,0.46,3.65,28.73,112.01
2019/4/23,1655,1209700,8.83,5.79,0.29,0.5,3.65,28.72,112.03
2019/4/24,1661,1374500,8.87,6.32,0.25,0.53,3.65,28.72,111.87
2019/4/25,1677,1288100,8.91,6.85,0.2,0.57,3.64,28.71,111.96
2019/4/26,1675,1816200,8.95,7.38,0.15,0.61,3.64,28.71,112.28
2019/5/7,1675,1575000,8.98,7.91,0.1,0.64,3.64,28.7,111.87
2019/5/8,1655,1526000,9.02,8.43,0.06,0.68,3.64,28.7,110.7
2019/5/9,1612,1987100,9.06,8.96,0.01,0.71,3.63,28.7,110.19
2019/5/10,1743,3843800,9.09,9.49,-0.04,0.75,3.63,28.69,109.99
2019/5/13,1797,3508100,9.13,10.02,-0.09,0.78,3.63,28.69,109.92
2019/5/14,1752,2294600,9.17,10.55,-0.13,0.82,3.62,28.68,109.74
2019/5/15,1775,1537600,9.21,11.08,-0.18,0.85,3.62,28.68,109.43
2019/5/16,1818,2086000,9.24,11.61,-0.23,0.89,3.62,28.67,109.62
2019/5/17,1809,1794300,9.28,12.14,-0.28,0.92,3.62,28.67,109.51
2019/5/20,1821,1084200,9.32,12.66,-0.32,0.96,3.61,28.66,109.99
2019/5/21,1825,899800,9.36,13.19,-0.37,0.99,3.61,28.66,110.19
2019/5/22,1807,1066600,9.39,13.72,-0.42,1.03,3.61,28.65,110.18
2019/5/23,1809,1001500,9.43,14.25,-0.47,1.06,3.6,28.65,110.51
2019/5/24,1823,1510400,9.47,14.78,-0.51,1.1,3.6,28.64,110.28
2019/5/27,1794,913400,9.51,15.31,-0.56,1.13,3.6,28.64,109.76
2019/5/28,1802,1239600,9.54,15.84,-0.61,1.17,3.6,28.64,109.49
2019/5/29,1789,1248100,9.58,16.37,-0.66,1.2,3.59,28.63,109.6
2019/5/30,1753,1612900,9.62,16.89,-0.7,1.24,3.59,28.63,109.3
2019/5/31,1726,1908500,9.65,17.42,-0.75,1.28,3.59,28.62,109.58
2019/6/3,1726,1541600,9.69,17.95,-0.8,1.31,3.58,28.62,109.37
2019/6/4,1695,2555600,9.73,18.48,-0.85,1.35,3.58,28.61,108.34
2019/6/5,1726,1944700,9.77,19.01,-0.89,1.38,3.58,28.61,107.92
2019/6/6,1738,1048000,9.8,19.54,-0.94,1.42,3.58,28.6,108.13
2019/6/7,1748,912400,9.84,20.07,-0.99,1.45,3.57,28.6,108.41
2019/6/10,1768,1105600,9.88,20.6,-1.04,1.49,3.57,28.59,108.53
2019/6/11,1783,1203900,9.92,21.13,-1.08,1.52,3.57,28.59,108.52
2019/6/12,1780,1443200,9.95,21.65,-1.13,1.56,3.56,28.59,108.51
2019/6/13,1790,1287500,9.99,22.18,-1.18,1.59,3.56,28.58,108.56
2019/6/14,1777,1688400,10.03,22.71,-1.23,1.63,3.56,28.58,108.53
2019/6/17,1769,1133100,10.06,23.24,-1.27,1.66,3.55,28.57,108.43
2019/6/18,1773,924900,10.1,23.77,-1.32,1.7,3.55,28.57,108.66
2019/6/19,1786,1213200,10.14,24.3,-1.37,1.73,3.55,28.56,108.57
2019/6/20,1778,1148900,10.18,24.83,-1.42,1.77,3.55,28.56,108.57
2019/6/21,1734,2024900,10.21,25.36,-1.46,1.8,3.54,28.55,107.8
2019/6/24,1727,1316400,10.25,25.88,-1.51,1.84,3.54,28.55,107.37
2019/6/25,1753,1447300,10.29,26.41,-1.56,1.88,3.54,28.54,107.4
2019/6/26,1744,905800,10.33,26.94,-1.61,1.91,3.53,28.54,107.34
2019/6/27,1737,1359400,10.36,27.47,-1.65,1.95,3.53,28.54,107.37
2019/6/28,1746,1224700,10.4,28,-1.7,1.98,3.53,28.53,107.72
2019/7/1,1745,1684600,10.38,27.67,-1.7,2.02,3.53,28.53,107.75
2019/7/2,1775,1913300,10.35,27.35,-1.69,2.05,3.52,28.52,108.26
2019/7/3,1763,1336900,10.33,27.02,-1.69,2.09,3.52,28.52,108.47
2019/7/4,1768,680000,10.3,26.7,-1.68,2.12,3.52,28.51,107.71
2019/7/5,1761,920500,10.28,26.37,-1.68,2.16,3.51,28.51,107.81
2019/7/8,1745,1005900,10.25,26.05,-1.67,2.19,3.51,28.5,107.91
2019/7/9,1743,992800,10.23,25.72,-1.67,2.23,3.51,28.5,108.55
2019/7/10,1749,1086100,10.21,25.39,-1.66,2.26,3.51,28.49,108.88
2019/7/11,1759,621000,10.18,25.07,-1.66,2.3,3.5,28.49,109.01
2019/7/12,1750,808300,10.16,24.74,-1.65,2.33,3.5,28.49,108.2
2019/7/16,1734,1083900,10.13,24.42,-1.65,2.37,3.5,28.48,108.57
2019/7/17,1707,1534200,10.11,24.09,-1.64,2.4,3.49,28.48,107.97
2019/7/18,1685,1458000,10.09,23.76,-1.64,2.44,3.49,28.47,108.31
2019/7/19,1723,1053600,10.06,23.44,-1.63,2.47,3.49,28.47,107.84
2019/7/22,1694,830900,10.04,23.11,-1.63,2.51,3.49,28.46,107.55
2019/7/23,1681,1032700,10.01,22.79,-1.62,2.55,3.48,28.46,107.99
2019/7/24,1691,1120100,9.99,22.46,-1.62,2.58,3.48,28.45,108.05
2019/7/25,1678,852200,9.96,22.14,-1.61,2.62,3.48,28.45,108.21
2019/7/26,1668,1008700,9.94,21.81,-1.61,2.65,3.47,28.44,108.22
2019/7/29,1669,1191300,9.92,21.48,-1.6,2.69,3.47,28.44,108.74
2019/7/30,1783,3695300,9.89,21.16,-1.6,2.72,3.47,28.43,108.47
2019/7/31,1829,3591500,9.87,20.83,-1.59,2.76,3.46,28.43,108.89
2019/8/1,1826,1306500,9.84,20.51,-1.59,2.79,3.46,28.43,108.64
2019/8/2,1812,1542600,9.82,20.18,-1.58,2.83,3.46,28.42,109.27
2019/8/5,1784,1753100,9.8,19.85,-1.58,2.86,3.46,28.42,107.17
2019/8/6,1771,1378100,9.77,19.53,-1.57,2.9,3.45,28.41,106.36
2019/8/7,1762,1782900,9.75,19.2,-1.57,2.93,3.45,28.41,105.86
2019/8/8,1755,1590800,9.72,18.88,-1.56,2.97,3.45,28.4,106.15
2019/8/9,1785,1235300,9.7,18.55,-1.56,3,3.44,28.4,106.11
2019/8/13,1788,1799200,9.67,18.23,-1.55,3.04,3.44,28.39,106.02
2019/8/14,1791,1082400,9.65,17.9,-1.55,3.07,3.44,28.39,105.43
2019/8/15,1780,854200,9.63,17.57,-1.55,3.11,3.44,28.38,106.4
2019/8/16,1778,1034100,9.6,17.25,-1.54,3.14,3.43,28.38,106.05
2019/8/19,1775,843200,9.58,16.92,-1.54,3.18,3.43,28.38,106.15
2019/8/20,1783,1534400,9.55,16.6,-1.53,3.22,3.43,28.37,106.43
2019/8/21,1777,835800,9.53,16.27,-1.53,3.25,3.42,28.37,106.65
2019/8/22,1777,913800,9.5,15.95,-1.52,3.29,3.42,28.36,106.37
2019/8/23,1778,1176000,9.48,15.62,-1.52,3.32,3.42,28.36,106.59
2019/8/26,1776,1379700,9.46,15.29,-1.51,3.36,3.42,28.35,106.66
2019/8/27,1792,938100,9.43,14.97,-1.51,3.39,3.41,28.35,105.1
2019/8/28,1807,1572800,9.41,14.64,-1.5,3.43,3.41,28.34,105.86
2019/8/29,1807,758700,9.38,14.32,-1.5,3.46,3.41,28.34,105.73
2019/8/30,1810,1227000,9.36,13.99,-1.49,3.5,3.4,28.33,106.04
2019/9/2,1813,894800,9.34,13.66,-1.49,3.53,3.4,28.33,106.47
2019/9/3,1821,886200,9.31,13.34,-1.48,3.57,3.4,28.33,106.13
2019/9/4,1818,838300,9.29,13.01,-1.48,3.6,3.4,28.32,106.32
2019/9/5,1795,2065900,9.26,12.69,-1.47,3.64,3.39,28.32,105.92
2019/9/6,1767,2433900,9.24,12.36,-1.47,3.67,3.39,28.31,106.44
2019/9/9,1803,1222900,9.21,12.04,-1.46,3.71,3.39,28.31,107.1
2019/9/10,1763,1593300,9.19,11.71,-1.46,3.74,3.38,28.3,106.97
2019/9/11,1798,1595900,9.17,11.38,-1.45,3.78,3.38,28.3,107.45
2019/9/12,1804,1690900,9.14,11.06,-1.45,3.81,3.38,28.29,107.66
2019/9/13,1852,2811300,9.12,10.73,-1.44,3.85,3.37,28.29,108.09
2019/9/17,1863,1533300,9.09,10.41,-1.44,3.89,3.37,28.28,108.25
2019/9/18,1895,2508500,9.07,10.08,-1.43,3.92,3.37,28.28,108.22
2019/9/19,1906,1576900,9.05,9.75,-1.43,3.96,3.37,28.28,108.21
2019/9/20,1918,2519300,9.02,9.43,-1.42,3.99,3.36,28.27,108.42
2019/9/24,1924,1086400,9,9.1,-1.42,4.03,3.36,28.27,108.06
2019/9/25,1934,1139800,8.97,8.78,-1.41,4.06,3.36,28.26,107.69
2019/9/26,1927,1373400,8.95,8.45,-1.41,4.1,3.35,28.26,107.11
2019/9/27,1936,1191400,8.92,8.13,-1.4,4.13,3.35,28.25,107.74
2019/9/30,1921,1197900,8.9,7.8,-1.4,4.17,3.35,28.25,107.83
2019/10/1,1938,1054000,8.92,7.89,-1.4,4.2,3.35,28.24,107.96
2019/10/2,1937,1159700,8.94,7.97,-1.41,4.24,3.34,28.24,108.16
2019/10/3,1870,1656600,8.96,8.06,-1.41,4.27,3.34,28.23,107.73
2019/10/4,1893,1045400,8.98,8.14,-1.42,4.31,3.34,28.23,107.09
2019/10/7,1894,707000,9,8.23,-1.42,4.34,3.33,28.22,106.86
2019/10/8,1887,1096900,9.02,8.31,-1.43,4.38,3.33,28.22,106.78
2019/10/9,1888,1099000,9.04,8.4,-1.43,4.41,3.33,28.22,107.4
2019/10/10,1876,1236000,9.05,8.48,-1.44,4.45,3.33,28.21,107.1
2019/10/11,1884,1240200,9.07,8.57,-1.44,4.49,3.32,28.21,107.37
2019/10/15,1930,1467900,9.09,8.65,-1.45,4.52,3.32,28.2,108.11
2019/10/16,1931,1488300,9.11,8.74,-1.45,4.56,3.32,28.2,108.41
2019/10/17,1919,1071200,9.13,8.83,-1.46,4.59,3.31,28.19,108.74
2019/10/18,1895,1116300,9.15,8.91,-1.46,4.63,3.31,28.19,108.73
2019/10/21,1906,588200,9.17,9,-1.47,4.66,3.31,28.18,108.72
2019/10/23,1910,1355100,9.19,9.08,-1.47,4.7,3.3,28.18,108.52
2019/10/24,1926,813200,9.21,9.17,-1.48,4.73,3.3,28.17,108.4
2019/10/25,1923,1065400,9.23,9.25,-1.48,4.77,3.3,28.17,108.69
2019/10/28,1902,778300,9.25,9.34,-1.49,4.8,3.3,28.17,108.74
2019/10/29,1920,887200,9.27,9.42,-1.49,4.84,3.29,28.16,108.79
2019/10/30,1953,1447300,9.29,9.51,-1.5,4.87,3.29,28.16,109.02
2019/10/31,1940,1198800,9.31,9.6,-1.5,4.91,3.29,28.15,108.87
2019/11/1,1952,927100,9.33,9.68,-1.51,4.94,3.28,28.15,108.87
2019/11/5,1958,2122100,9.35,9.77,-1.51,4.98,3.28,28.14,108.01
2019/11/6,1847,4217700,9.36,9.85,-1.52,5.01,3.28,28.14,108.79
2019/11/7,1767,4874900,9.38,9.94,-1.52,5.05,3.28,28.13,109.09
2019/11/8,1741,4043900,9.4,10.02,-1.53,5.08,3.27,28.13,108.94
2019/11/11,1782,2436500,9.42,10.11,-1.53,5.12,3.27,28.12,109.39
2019/11/12,1724,3453300,9.44,10.19,-1.54,5.16,3.27,28.12,109.18
2019/11/13,1701,2901200,9.46,10.28,-1.54,5.19,3.26,28.12,109.18
2019/11/14,1680,2757800,9.48,10.36,-1.55,5.23,3.26,28.11,108.92
2019/11/15,1714,2697000,9.5,10.45,-1.55,5.26,3.26,28.11,108.81
2019/11/18,1723,2077800,9.52,10.54,-1.55,5.3,3.26,28.1,108.62
2019/11/19,1722,1478800,9.54,10.62,-1.56,5.33,3.25,28.1,108.8
2019/11/20,1726,1312300,9.56,10.71,-1.56,5.37,3.25,28.09,108.55
2019/11/21,1732,1862200,9.58,10.79,-1.57,5.4,3.25,28.09,108.61
2019/11/22,1708,1597100,9.6,10.88,-1.57,5.44,3.24,28.08,108.43
2019/11/25,1731,1139100,9.62,10.96,-1.58,5.47,3.24,28.08,108.69
2019/11/26,1734,2133600,9.64,11.05,-1.58,5.51,3.24,28.07,108.81
2019/11/27,1723,1380800,9.65,11.13,-1.59,5.54,3.24,28.07,109.06
2019/11/28,1716,1018800,9.67,11.22,-1.59,5.58,3.23,28.07,109.15
2019/11/29,1718,1261500,9.69,11.3,-1.6,5.61,3.23,28.06,109.39
2019/12/2,1729,838800,9.71,11.39,-1.6,5.65,3.23,28.06,109.56
2019/12/3,1710,1177100,9.73,11.48,-1.61,5.68,3.22,28.05,109.67
2019/12/4,1721,1105100,9.75,11.56,-1.61,5.72,3.22,28.05,109.16
2019/12/5,1711,1928300,9.77,11.65,-1.62,5.75,3.22,28.04,108.57
2019/12/6,1715,1141200,9.79,11.73,-1.62,5.79,3.21,28.04,108.9
2019/12/9,1716,976500,9.81,11.82,-1.63,5.83,3.21,28.03,108.81
2019/12/10,1699,1901500,9.83,11.9,-1.63,5.86,3.21,28.03,108.6
2019/12/11,1703,2033000,9.85,11.99,-1.64,5.9,3.21,28.02,108.68
2019/12/12,1700,1273000,9.87,12.07,-1.64,5.93,3.2,28.02,108.78
2019/12/13,1721,2574200,9.89,12.16,-1.65,5.97,3.2,28.01,108.52
2019/12/16,1706,1247700,9.91,12.25,-1.65,6,3.2,28.01,109.56
2019/12/17,1714,1467700,9.93,12.33,-1.66,6.04,3.19,28.01,109.43
2019/12/18,1714,1225100,9.95,12.42,-1.66,6.07,3.19,28,109.56
2019/12/19,1712,1111900,9.96,12.5,-1.67,6.11,3.19,28,109.58
2019/12/20,1719,2144900,9.98,12.59,-1.67,6.14,3.19,27.99,109.72
2019/12/23,1721,1087900,10,12.67,-1.68,6.18,3.18,27.99,109.43
2019/12/24,1728,1267900,10.02,12.76,-1.68,6.21,3.18,27.98,109.47
2019/12/25,1698,1225100,10.04,12.84,-1.69,6.25,3.18,27.98,109.47
2019/12/26,1734,1578700,10.06,12.93,-1.69,6.28,3.17,27.97,109.36
2019/12/27,1727,1027600,10.08,13.01,-1.7,6.32,3.17,27.97,109.59
2019/12/30,1709,1088600,10.1,13.1,-1.7,6.35,3.17,27.96,109.68
2020/1/6,1665,1765700,10.08,12.98,-1.69,6.39,3.17,27.96,109.55
2020/1/7,1693,1504200,10.06,12.87,-1.69,6.42,3.16,27.96,108.12
2020/1/8,1668,1816600,10.04,12.75,-1.68,6.46,3.16,27.95,108.45
2020/1/9,1707,1477200,10.02,12.64,-1.67,6.5,3.16,27.95,107.85
2020/1/10,1714,1249100,10.01,12.52,-1.67,6.53,3.15,27.94,109.25
2020/1/14,1715,1070000,9.99,12.41,-1.66,6.57,3.15,27.94,109.55
2020/1/15,1719,1214800,9.97,12.29,-1.65,6.6,3.15,27.93,110.16
2020/1/16,1724,1011300,9.95,12.18,-1.64,6.64,3.15,27.93,109.95
2020/1/17,1707,1684400,9.93,12.06,-1.64,6.67,3.14,27.92,109.96
2020/1/20,1711,650500,9.91,11.94,-1.63,6.71,3.14,27.92,110.33
2020/1/21,1694,1126500,9.89,11.83,-1.62,6.74,3.14,27.91,110.19
2020/1/22,1714,1074000,9.87,11.71,-1.62,6.78,3.13,27.91,110.24
2020/1/23,1704,940000,9.85,11.6,-1.61,6.81,3.13,27.91,109.91
